temperature,current,voltage,vibration,label
68.86,7.09,211.38,0.3,0.0
68.03,8.41,220.04,0.39,0.0
69.12,8.88,200.65,0.39,0.0
65.97,8.31,201.84,0.3,0.0
75.4,8.8,204.14,0.35,0.0
62.78,7.16,202.13,0.26,0.0
105.52,16.4,187.76,0.96,1.0
60.34,9.97,212.01,0.33,0.0
106.82,15.07,193.01,0.86,1.0
70.89,8.38,213.26,0.34,0.0
67.38,8.01,200.86,0.31,0.0
64.79,8.42,194.78,0.23,0.0
63.96,7.81,206.83,0.26,0.0
69.35,7.34,207.44,0.27,0.0
62.63,8.05,203.25,0.37,0.0
70.72,7.49,203.2,0.28,0.0
69.12,7.03,188.78,0.35,0.0
67.95,8.22,207.6,0.42,0.0
105.91,18.34,162.17,0.98,1.0
65.0,8.72,202.47,0.32,0.0
59.46,8.84,199.97,0.25,0.0
65.15,8.55,205.68,0.3,0.0
61.88,7.85,208.38,0.33,0.0
63.46,7.81,207.27,0.22,0.0
70.09,9.21,214.13,0.29,0.0
62.88,7.21,210.23,0.37,0.0
69.15,8.29,206.85,0.39,0.0
61.55,9.36,200.19,0.23,0.0
66.38,6.83,202.03,0.38,0.0
66.07,8.51,197.45,0.29,0.0
71.82,7.62,198.9,0.26,0.0
61.99,8.32,208.22,0.27,0.0
61.63,6.64,202.91,0.35,0.0
62.27,8.09,204.89,0.23,0.0
64.89,8.03,189.35,0.2,0.0
64.07,7.55,201.65,0.29,0.0
64.75,10.09,212.56,0.22,0.0
69.47,7.67,199.25,0.36,0.0
70.57,8.47,193.81,0.28,0.0
101.31,16.02,216.64,0.94,1.0
64.94,9.8,202.14,0.25,0.0
68.79,8.95,208.62,0.32,0.0
101.97,19.76,207.77,1.03,1.0
72.52,8.33,212.02,0.3,0.0
67.53,6.74,202.08,0.33,0.0
66.3,8.74,210.87,0.38,0.0
57.57,7.46,191.97,0.32,0.0
107.54,21.4,194.09,0.8,1.0
63.7,9.2,196.61,0.26,0.0
63.39,7.44,208.43,0.44,0.0
67.59,6.59,204.04,0.32,0.0
71.93,8.71,184.47,0.29,0.0
59.95,8.04,193.85,0.29,0.0
56.27,10.01,201.94,0.2,0.0
68.32,8.34,205.66,0.2,0.0
69.17,7.82,207.65,0.37,0.0
111.98,17.86,245.58,0.74,1.0
59.19,9.51,196.89,0.3,0.0
74.21,8.98,202.32,0.36,0.0
60.21,8.8,211.35,0.39,0.0
107.93,19.55,165.23,0.78,1.0
68.82,7.64,197.92,0.26,0.0
65.35,7.73,190.16,0.24,0.0
60.81,8.68,206.95,0.23,0.0
63.07,7.01,198.7,0.32,0.0
69.07,7.99,207.93,0.18,0.0
64.39,9.9,193.39,0.2,0.0
109.57,14.01,190.11,0.85,1.0
69.04,9.67,224.21,0.26,0.0
65.88,8.88,205.45,0.3,0.0
106.59,16.53,222.01,0.83,1.0
65.45,7.63,201.09,0.37,0.0
62.43,8.72,200.46,0.32,0.0
69.36,9.17,218.35,0.22,0.0
68.1,9.04,199.31,0.35,0.0
66.45,7.81,202.16,0.25,0.0
60.89,8.27,206.47,0.39,0.0
58.09,9.08,200.56,0.24,0.0
69.4,7.18,199.28,0.38,0.0
64.5,8.12,205.85,0.43,0.0
62.03,7.41,200.51,0.37,0.0
71.95,8.23,193.8,0.39,0.0
62.96,8.36,199.38,0.3,0.0
64.46,6.93,207.1,0.36,0.0
61.0,9.29,198.09,0.38,0.0
107.01,17.85,175.01,0.93,1.0
66.79,8.3,200.53,0.29,0.0
61.91,7.59,194.15,0.27,0.0
58.13,7.47,202.32,0.31,0.0
67.71,9.14,197.12,0.26,0.0
65.75,8.25,199.37,0.29,0.0
66.49,8.36,209.8,0.3,0.0
61.65,8.02,188.56,0.32,0.0
78.13,8.61,213.04,0.29,0.0
68.49,8.07,198.48,0.34,0.0
68.12,8.64,215.43,0.32,0.0
63.94,9.48,212.06,0.32,0.0
65.69,9.26,212.96,0.39,0.0
62.35,8.27,223.91,0.33,0.0
58.86,7.33,195.25,0.31,0.0
68.79,9.14,192.87,0.31,0.0
66.88,7.18,217.03,0.33,0.0
69.65,9.19,204.33,0.36,0.0
64.23,7.51,205.17,0.4,0.0
64.63,9.59,202.58,0.35,0.0
63.39,7.15,208.87,0.24,0.0
106.75,17.51,198.9,0.92,1.0
65.69,10.12,201.14,0.35,0.0
66.15,8.12,204.9,0.41,0.0
69.81,7.59,205.97,0.32,0.0
66.94,8.41,194.34,0.32,0.0
65.17,8.68,204.42,0.37,0.0
65.95,8.73,198.51,0.24,0.0
63.49,8.68,201.67,0.2,0.0
70.54,8.78,201.86,0.27,0.0
71.17,7.01,200.14,0.35,0.0
71.19,7.81,211.7,0.29,0.0
72.87,8.44,203.78,0.25,0.0
64.01,7.85,213.1,0.42,0.0
72.82,8.66,200.37,0.39,0.0
69.74,8.27,198.64,0.39,0.0
61.12,8.33,216.46,0.25,0.0
64.96,8.23,202.79,0.27,0.0
66.1,8.26,197.67,0.43,0.0
69.66,7.53,209.59,0.38,0.0
57.06,8.01,207.98,0.43,0.0
106.84,18.03,220.2,0.82,1.0
73.89,7.09,212.51,0.32,0.0
65.98,6.86,214.72,0.34,0.0
62.73,9.02,202.92,0.34,0.0
68.15,9.96,193.45,0.3,0.0
66.11,8.28,196.15,0.34,0.0
67.14,8.45,204.9,0.41,0.0
59.72,7.3,216.86,0.39,0.0
67.22,7.44,199.97,0.27,0.0
108.2,16.03,207.62,0.98,1.0
70.52,8.48,214.8,0.32,0.0
66.56,7.98,211.5,0.26,0.0
69.0,7.56,202.64,0.23,0.0
62.59,9.45,213.84,0.32,0.0
106.95,17.64,220.36,0.77,1.0
63.4,9.08,204.63,0.36,0.0
71.03,8.75,202.16,0.35,0.0
67.35,7.31,196.54,0.24,0.0
65.12,8.28,202.96,0.34,0.0
56.98,8.2,202.44,0.24,0.0
105.2,14.3,196.43,0.8,1.0
66.08,7.54,200.74,0.3,0.0
60.2,8.33,202.39,0.29,0.0
64.34,8.27,200.36,0.29,0.0
63.11,8.07,203.75,0.41,0.0
65.31,7.26,206.53,0.33,0.0
62.23,9.73,199.35,0.38,0.0
65.57,10.11,200.7,0.26,0.0
64.41,8.25,203.12,0.2,0.0
58.52,9.18,215.09,0.31,0.0
59.02,7.26,209.53,0.2,0.0
70.67,8.67,200.55,0.29,0.0
107.44,18.09,145.87,0.8,1.0
77.46,8.74,196.27,0.22,0.0
67.1,6.53,200.82,0.38,0.0
67.19,7.55,200.62,0.28,0.0
104.44,16.94,163.69,0.78,1.0
65.4,8.26,206.28,0.41,0.0
64.73,8.32,212.95,0.3,0.0
66.44,7.73,204.86,0.36,0.0
59.08,9.09,202.42,0.34,0.0
71.65,8.84,205.84,0.38,0.0
64.87,7.47,198.46,0.42,0.0
60.57,9.21,197.94,0.21,0.0
65.8,9.57,214.67,0.32,0.0
59.62,9.59,210.83,0.45,0.0
73.82,7.72,206.9,0.29,0.0
108.27,20.48,159.37,0.95,1.0
68.03,8.58,200.09,0.48,0.0
62.59,8.4,197.34,0.38,0.0
62.21,7.13,202.3,0.24,0.0
110.07,16.76,165.03,0.81,1.0
62.93,9.21,208.73,0.26,0.0
58.58,6.73,196.92,0.33,0.0
65.49,8.63,210.86,0.26,0.0
64.3,8.56,202.84,0.16,0.0
68.62,7.67,194.9,0.37,0.0
68.34,8.26,208.02,0.29,0.0
105.56,20.22,132.54,0.93,1.0
64.28,8.57,208.73,0.24,0.0
103.8,15.69,197.54,0.93,1.0
65.93,7.04,205.06,0.32,0.0
59.01,8.18,212.4,0.24,0.0
72.65,7.73,209.7,0.43,0.0
69.87,8.8,187.12,0.41,0.0
102.62,17.76,185.73,0.9,1.0
72.03,8.37,207.82,0.32,0.0
111.74,18.5,182.76,0.93,1.0
110.79,20.21,181.75,0.88,1.0
58.26,8.17,218.14,0.28,0.0
62.38,9.46,207.1,0.36,0.0
66.1,7.29,205.12,0.33,0.0
68.56,8.51,206.84,0.28,0.0
70.43,8.0,189.66,0.41,0.0
63.68,8.36,215.72,0.38,0.0
61.97,9.73,204.25,0.31,0.0
57.78,7.79,196.78,0.22,0.0
64.18,8.1,196.72,0.35,0.0
69.69,8.05,196.26,0.39,0.0
69.47,8.52,191.41,0.3,0.0
64.18,8.83,198.15,0.22,0.0
68.18,7.81,192.31,0.46,0.0
70.37,7.05,191.49,0.38,0.0
70.09,9.24,209.22,0.35,0.0
71.98,7.45,211.05,0.19,0.0
66.91,7.4,197.87,0.29,0.0
70.59,8.07,201.57,0.28,0.0
67.65,7.25,211.86,0.24,0.0
69.35,6.96,195.77,0.36,0.0
66.53,8.87,213.62,0.33,0.0
64.71,8.84,197.65,0.31,0.0
69.43,7.4,204.28,0.5,0.0
105.9,19.04,177.4,0.75,1.0
65.9,9.43,185.77,0.2,0.0
62.79,6.73,195.75,0.23,0.0
62.87,9.18,199.98,0.22,0.0
69.73,9.4,205.37,0.2,0.0
66.15,8.61,194.1,0.25,0.0
60.66,8.16,202.19,0.14,0.0
60.1,10.5,209.53,0.4,0.0
69.36,9.49,191.87,0.39,0.0
64.05,8.23,197.57,0.36,0.0
70.0,7.42,196.77,0.41,0.0
65.99,7.13,206.08,0.42,0.0
65.55,8.59,207.28,0.31,0.0
62.0,7.69,199.19,0.47,0.0
68.45,8.88,193.13,0.14,0.0
64.24,7.98,206.99,0.41,0.0
65.2,9.42,191.03,0.38,0.0
69.28,7.57,208.43,0.26,0.0
62.13,7.65,210.86,0.39,0.0
59.87,7.55,206.38,0.33,0.0
68.05,9.01,204.14,0.22,0.0
66.49,9.15,189.84,0.37,0.0
62.2,8.29,199.21,0.46,0.0
63.87,7.9,211.69,0.26,0.0
59.15,7.81,207.68,0.15,0.0
65.86,7.53,205.44,0.51,0.0
64.12,7.3,193.23,0.35,0.0
66.27,7.79,201.02,0.38,0.0
57.73,8.12,195.65,0.35,0.0
67.79,8.11,208.39,0.2,0.0
63.92,8.14,213.61,0.36,0.0
106.12,17.81,202.11,0.93,1.0
69.19,8.85,194.75,0.28,0.0
72.82,7.93,194.94,0.19,0.0
68.86,7.62,206.48,0.34,0.0
63.42,7.76,198.91,0.2,0.0
105.39,12.31,217.46,0.96,1.0
67.8,8.28,204.54,0.37,0.0
67.13,7.8,202.36,0.24,0.0
67.76,8.96,203.94,0.38,0.0
107.19,20.09,158.83,0.95,1.0
68.9,8.91,204.14,0.29,0.0
65.72,9.27,192.73,0.35,0.0
73.38,9.26,200.98,0.26,0.0
63.88,7.92,195.22,0.4,0.0
73.79,9.86,208.05,0.29,0.0
106.49,17.47,182.84,0.91,1.0
67.43,8.94,201.58,0.22,0.0
69.7,9.09,201.43,0.35,0.0
66.41,7.76,213.91,0.25,0.0
66.63,8.09,210.26,0.37,0.0
103.42,18.68,161.34,0.86,1.0
67.05,8.04,202.67,0.19,0.0
68.93,8.8,206.44,0.32,0.0
68.37,9.71,201.82,0.34,0.0
64.54,7.58,212.3,0.34,0.0
62.9,8.12,209.92,0.31,0.0
62.04,8.16,213.82,0.34,0.0
108.32,18.53,185.32,0.9,1.0
105.87,16.01,187.97,0.85,1.0
64.65,7.64,189.74,0.18,0.0
71.83,8.77,188.56,0.43,0.0
71.73,7.08,195.78,0.28,0.0
67.98,8.09,202.73,0.34,0.0
61.04,7.06,216.52,0.11,0.0
64.06,8.14,195.2,0.36,0.0
62.31,8.64,201.63,0.37,0.0
65.23,9.3,196.83,0.26,0.0
64.2,7.79,201.14,0.2,0.0
65.7,7.44,204.16,0.32,0.0
57.13,8.88,209.45,0.27,0.0
58.52,8.18,207.9,0.28,0.0
106.42,19.26,237.45,0.89,1.0
63.47,9.02,192.09,0.23,0.0
63.28,8.45,199.23,0.34,0.0
62.71,6.0,206.6,0.32,0.0
56.72,9.03,208.96,0.29,0.0
103.53,19.0,184.11,0.82,1.0
64.91,8.8,207.53,0.38,0.0
62.8,8.96,199.53,0.35,0.0
72.51,8.52,198.26,0.28,0.0
66.37,7.85,197.42,0.3,0.0
70.68,8.35,196.39,0.32,0.0
62.73,8.26,202.96,0.31,0.0
71.03,9.37,194.63,0.47,0.0
60.48,7.07,199.18,0.3,0.0
58.54,10.07,199.02,0.31,0.0
74.04,8.87,200.58,0.36,0.0
63.28,7.76,204.34,0.23,0.0
64.09,8.16,207.25,0.39,0.0
64.11,7.9,200.69,0.27,0.0
71.42,7.62,200.29,0.4,0.0
63.14,8.23,201.18,0.48,0.0
73.13,10.63,202.93,0.31,0.0
64.37,9.06,206.6,0.26,0.0
106.86,21.23,167.94,0.93,1.0
106.36,16.44,160.04,0.82,1.0
64.88,8.62,197.84,0.26,0.0
57.86,8.73,203.92,0.22,0.0
66.96,8.4,210.63,0.37,0.0
60.33,6.82,192.2,0.34,0.0
74.59,8.4,207.45,0.2,0.0
103.14,21.02,218.48,0.93,1.0
70.5,7.94,189.17,0.34,0.0
60.41,8.76,191.72,0.33,0.0
66.57,8.62,199.41,0.32,0.0
54.19,8.85,216.66,0.17,0.0
69.21,7.57,209.0,0.36,0.0
68.13,7.77,197.93,0.31,0.0
64.72,8.26,199.7,0.34,0.0
69.0,8.1,212.87,0.27,0.0
63.56,8.21,206.15,0.34,0.0
62.92,7.79,205.64,0.28,0.0
64.73,7.69,198.59,0.26,0.0
74.51,8.6,214.91,0.23,0.0
63.19,8.18,205.26,0.28,0.0
68.44,8.65,204.61,0.35,0.0
64.41,8.19,198.27,0.25,0.0
57.45,8.33,197.85,0.39,0.0
70.29,7.54,201.96,0.34,0.0
58.83,7.51,212.26,0.24,0.0
65.84,8.02,198.77,0.32,0.0
63.55,8.27,214.84,0.24,0.0
60.6,8.11,219.27,0.23,0.0
57.99,7.44,202.08,0.38,0.0
62.82,8.1,215.93,0.33,0.0
60.87,8.19,211.13,0.33,0.0
63.5,7.93,199.59,0.26,0.0
62.1,8.4,211.54,0.37,0.0
67.87,7.43,208.59,0.39,0.0
57.67,8.32,209.89,0.3,0.0
62.58,9.54,204.83,0.26,0.0
68.1,8.11,199.97,0.26,0.0
60.67,9.87,197.52,0.28,0.0
74.51,8.12,194.65,0.23,0.0
65.8,9.23,196.28,0.28,0.0
62.58,8.38,198.9,0.43,0.0
67.97,8.68,196.58,0.39,0.0
62.01,7.2,208.11,0.34,0.0
109.02,19.45,136.15,0.93,1.0
67.29,8.02,204.82,0.22,0.0
107.89,20.21,157.65,0.94,1.0
66.24,8.71,206.65,0.28,0.0
65.18,8.01,201.22,0.24,0.0
69.14,8.71,210.07,0.32,0.0
68.63,8.03,196.37,0.39,0.0
68.0,8.33,196.54,0.25,0.0
59.32,7.28,207.83,0.27,0.0
105.74,18.27,190.49,0.91,1.0
68.92,7.62,185.21,0.3,0.0
57.54,8.12,205.52,0.34,0.0
63.94,8.17,195.16,0.32,0.0
67.01,8.5,203.18,0.34,0.0
103.28,17.94,196.3,0.89,1.0
74.09,8.54,193.75,0.34,0.0
58.81,6.26,205.9,0.31,0.0
70.56,7.74,205.65,0.37,0.0
69.83,8.17,201.6,0.28,0.0
60.07,8.44,198.41,0.16,0.0
66.89,7.59,199.59,0.31,0.0
70.09,7.2,198.3,0.35,0.0
66.76,9.98,196.64,0.25,0.0
65.65,7.53,201.72,0.25,0.0
63.21,7.77,191.76,0.24,0.0
64.17,7.17,204.8,0.3,0.0
106.09,21.15,162.95,0.87,1.0
63.21,9.8,207.51,0.35,0.0
72.07,8.23,208.14,0.29,0.0
67.08,8.24,198.38,0.22,0.0
69.9,8.99,206.3,0.33,0.0
60.39,8.41,198.74,0.38,0.0
65.05,7.33,210.32,0.44,0.0
66.71,8.71,202.93,0.29,0.0
103.01,17.62,184.19,0.85,1.0
69.23,7.92,203.76,0.26,0.0
68.57,7.85,203.97,0.14,0.0
103.94,20.71,193.1,1.11,1.0
62.08,9.01,207.72,0.4,0.0
70.17,9.04,201.36,0.38,0.0
105.59,15.4,215.19,0.89,1.0
67.61,9.03,200.88,0.24,0.0
71.47,9.29,202.66,0.37,0.0
63.02,8.85,199.07,0.18,0.0
67.21,8.77,200.66,0.36,0.0
58.72,7.58,205.4,0.3,0.0
60.38,7.26,202.09,0.38,0.0
67.63,8.5,209.38,0.28,0.0
107.37,18.18,202.37,1.01,1.0
69.31,8.03,212.15,0.43,0.0
66.27,7.66,192.12,0.25,0.0
69.62,9.61,193.58,0.36,0.0
60.88,8.17,204.24,0.41,0.0
63.63,9.12,205.3,0.31,0.0
62.59,8.72,206.75,0.32,0.0
58.79,8.63,208.77,0.32,0.0
63.17,8.49,196.55,0.37,0.0
67.62,7.77,194.45,0.36,0.0
56.99,6.95,188.14,0.31,0.0
109.64,19.11,211.85,0.9,1.0
69.23,7.45,206.49,0.37,0.0
59.27,8.52,201.83,0.28,0.0
65.75,9.16,188.42,0.4,0.0
110.96,16.23,213.28,0.8,1.0
71.36,8.6,192.98,0.28,0.0
64.47,9.03,212.41,0.36,0.0
104.99,19.17,211.84,0.89,1.0
67.87,8.0,202.02,0.3,0.0
69.0,7.96,194.63,0.29,0.0
66.58,10.03,195.52,0.34,0.0
60.73,8.46,200.12,0.31,0.0
63.49,7.28,193.15,0.35,0.0
71.88,7.76,199.51,0.18,0.0
59.17,6.27,215.75,0.24,0.0
55.82,10.36,204.49,0.31,0.0
70.11,8.19,201.26,0.33,0.0
62.99,8.22,203.62,0.36,0.0
63.45,9.65,204.79,0.28,0.0
61.09,8.27,210.22,0.3,0.0
71.41,8.55,208.75,0.34,0.0
60.72,8.71,196.4,0.23,0.0
67.87,9.42,207.55,0.2,0.0
57.93,7.33,195.85,0.25,0.0
62.54,8.26,206.12,0.27,0.0
64.26,7.54,202.45,0.32,0.0
61.32,8.94,207.62,0.31,0.0
70.56,9.69,197.68,0.3,0.0
63.97,8.89,202.39,0.28,0.0
61.26,7.51,199.51,0.32,0.0
63.96,7.99,207.13,0.2,0.0
62.79,7.99,206.66,0.12,0.0
104.62,17.91,183.11,0.92,1.0
63.86,8.28,200.56,0.29,0.0
69.36,7.47,209.47,0.3,0.0
59.73,8.28,199.97,0.24,0.0
67.54,8.83,212.13,0.27,0.0
63.58,6.73,206.91,0.37,0.0
66.18,8.15,201.09,0.42,0.0
65.63,9.04,215.01,0.22,0.0
66.03,6.56,201.25,0.27,0.0
56.54,9.35,194.68,0.34,0.0
65.78,8.61,210.27,0.3,0.0
61.76,7.95,221.17,0.28,0.0
62.45,9.51,203.17,0.25,0.0
61.33,9.41,200.45,0.35,0.0
70.79,8.34,218.35,0.42,0.0
71.86,9.93,204.21,0.27,0.0
65.31,8.86,190.57,0.29,0.0
63.7,8.62,197.76,0.24,0.0
60.79,7.19,199.57,0.33,0.0
65.97,7.53,199.33,0.32,0.0
62.94,9.88,200.45,0.34,0.0
59.59,8.72,201.07,0.28,0.0
68.22,8.07,206.93,0.23,0.0
68.03,8.79,209.94,0.18,0.0
66.14,7.94,211.6,0.33,0.0
71.51,8.14,204.03,0.32,0.0
100.68,20.51,139.0,0.8,1.0
67.17,8.18,217.21,0.37,0.0
65.49,8.03,205.96,0.36,0.0
105.63,21.8,194.31,0.87,1.0
70.77,8.7,215.44,0.41,0.0
56.9,10.33,202.79,0.4,0.0
59.47,9.95,205.87,0.38,0.0
65.56,8.98,202.44,0.46,0.0
65.31,8.05,209.99,0.44,0.0
69.86,7.93,198.99,0.17,0.0
64.1,8.09,199.52,0.34,0.0
66.51,7.76,200.37,0.41,0.0
70.22,9.44,200.53,0.28,0.0
106.63,20.64,185.73,0.81,1.0
60.28,7.05,209.16,0.18,0.0
67.44,9.45,188.29,0.26,0.0
67.09,8.58,204.14,0.37,0.0
64.82,9.8,195.33,0.21,0.0
65.39,9.14,204.4,0.34,0.0
71.05,9.3,200.54,0.42,0.0
74.82,8.66,206.78,0.27,0.0
63.39,8.18,195.87,0.29,0.0
64.51,8.69,193.11,0.36,0.0
70.35,9.21,203.29,0.36,0.0
61.77,8.9,199.77,0.34,0.0
68.65,6.41,199.88,0.37,0.0
66.88,8.02,199.53,0.36,0.0
71.07,7.31,196.93,0.24,0.0
73.6,9.9,189.25,0.3,0.0
105.62,19.9,217.19,0.91,1.0
72.82,9.48,203.59,0.25,0.0
68.71,7.38,202.84,0.31,0.0
71.04,7.75,194.34,0.08,0.0
64.01,7.92,210.57,0.29,0.0
65.91,7.98,204.4,0.28,0.0
59.15,8.52,207.86,0.35,0.0
108.25,17.56,219.04,0.96,1.0
55.76,8.78,193.61,0.29,0.0
67.51,7.96,201.72,0.25,0.0
70.23,8.18,191.22,0.35,0.0
71.32,6.27,206.3,0.31,0.0
60.25,7.68,189.31,0.29,0.0
74.01,8.79,193.59,0.12,0.0
102.23,17.42,196.04,0.94,1.0
61.96,9.07,211.39,0.39,0.0
103.83,14.97,218.89,0.92,1.0
68.1,7.94,206.04,0.36,0.0
67.64,8.42,195.04,0.31,0.0
63.87,7.73,191.52,0.23,0.0
64.45,8.67,214.21,0.23,0.0
65.06,7.37,204.93,0.29,0.0
65.54,8.57,207.36,0.21,0.0
106.19,18.59,216.11,0.75,1.0
61.56,9.02,199.66,0.33,0.0
64.31,6.93,205.63,0.25,0.0
112.12,16.74,175.61,0.78,1.0
61.28,8.34,195.11,0.35,0.0
64.06,8.6,207.96,0.39,0.0
112.04,19.49,173.84,0.78,1.0
65.01,7.78,198.89,0.21,0.0
62.59,7.96,214.65,0.24,0.0
98.88,16.0,175.52,0.93,1.0
68.38,8.16,202.19,0.35,0.0
66.59,8.63,198.74,0.29,0.0
104.05,17.44,219.85,0.86,1.0
69.62,9.37,195.83,0.24,0.0
69.26,8.67,197.36,0.25,0.0
65.35,8.83,205.99,0.31,0.0
68.37,9.4,203.03,0.45,0.0
101.71,14.7,209.45,0.93,1.0
60.85,10.07,199.57,0.17,0.0
68.19,9.13,199.31,0.33,0.0
66.72,7.46,214.06,0.34,0.0
60.27,7.01,200.33,0.36,0.0
63.18,8.06,210.72,0.27,0.0
69.83,9.35,206.25,0.32,0.0
60.81,7.86,202.19,0.38,0.0
65.98,9.14,211.27,0.38,0.0
63.01,7.41,200.88,0.27,0.0
105.5,16.46,176.74,0.93,1.0
61.59,7.79,204.15,0.26,0.0
71.05,8.24,182.82,0.36,0.0
61.61,8.44,207.1,0.24,0.0
107.47,17.5,155.13,0.89,1.0
61.53,8.16,209.82,0.44,0.0
67.14,7.23,209.64,0.19,0.0
60.36,8.17,203.13,0.29,0.0
72.96,8.26,193.21,0.34,0.0
67.52,9.56,207.21,0.46,0.0
54.95,8.54,206.94,0.12,0.0
64.96,8.89,198.09,0.29,0.0
70.39,8.59,200.19,0.3,0.0
65.82,7.05,200.64,0.34,0.0
59.54,9.74,204.01,0.4,0.0
64.85,7.67,201.96,0.26,0.0
58.48,7.57,202.01,0.35,0.0
64.55,6.9,203.73,0.31,0.0
64.67,8.4,210.55,0.3,0.0
64.64,8.2,210.23,0.3,0.0
65.78,6.4,202.62,0.32,0.0
111.65,16.09,214.3,0.9,1.0
65.06,8.78,212.8,0.38,0.0
63.9,8.45,213.58,0.37,0.0
60.88,8.8,198.5,0.26,0.0
100.77,21.97,192.12,0.97,1.0
71.32,7.48,197.85,0.25,0.0
102.1,16.35,209.37,0.86,1.0
52.82,8.34,202.01,0.46,0.0
73.4,6.13,211.06,0.28,0.0
69.16,8.14,199.3,0.23,0.0
58.91,8.87,197.27,0.28,0.0
106.37,16.97,175.71,0.86,1.0
65.15,7.46,200.59,0.28,0.0
57.85,6.78,211.75,0.27,0.0
78.48,9.93,193.62,0.32,0.0
59.48,7.85,195.23,0.25,0.0
70.88,9.72,190.74,0.32,0.0
60.25,8.46,193.5,0.29,0.0
63.18,8.25,195.1,0.32,0.0
58.38,9.1,201.78,0.19,0.0
63.5,7.4,195.74,0.27,0.0
65.63,8.28,210.73,0.33,0.0
61.68,7.96,204.39,0.27,0.0
62.69,5.9,201.12,0.2,0.0
56.64,6.71,207.88,0.23,0.0
61.83,6.9,210.8,0.32,0.0
71.29,8.32,196.26,0.32,0.0
69.82,8.52,197.28,0.3,0.0
65.9,8.15,197.24,0.32,0.0
69.26,8.53,200.12,0.26,0.0
67.27,9.13,207.66,0.34,0.0
72.85,7.78,204.4,0.3,0.0
66.36,7.5,197.05,0.21,0.0
64.87,7.97,205.28,0.33,0.0
63.69,6.92,205.55,0.31,0.0
106.56,17.06,136.23,0.9,1.0
66.43,8.06,220.83,0.24,0.0
107.33,18.25,239.61,0.86,1.0
68.42,9.16,214.92,0.3,0.0
70.26,9.95,194.37,0.29,0.0
73.36,7.69,193.12,0.43,0.0
64.62,9.85,194.58,0.17,0.0
67.68,6.7,209.59,0.35,0.0
70.24,9.45,195.64,0.34,0.0
72.3,8.48,198.27,0.3,0.0
109.39,17.81,185.7,0.84,1.0
72.73,8.28,199.71,0.24,0.0
66.3,7.81,193.38,0.27,0.0
67.34,8.36,207.29,0.25,0.0
104.99,16.15,196.18,0.91,1.0
73.1,8.88,198.93,0.23,0.0
62.14,7.95,202.99,0.36,0.0
58.41,9.07,199.86,0.29,0.0
103.86,12.16,163.14,0.88,1.0
67.91,8.15,203.12,0.24,0.0
70.12,8.49,201.67,0.33,0.0
73.87,7.41,203.1,0.23,0.0
66.91,9.07,204.32,0.19,0.0
67.76,6.48,201.8,0.36,0.0
70.7,9.51,190.82,0.25,0.0
69.17,8.69,198.9,0.34,0.0
64.79,6.88,203.27,0.22,0.0
71.65,8.65,205.24,0.33,0.0
67.17,9.28,196.29,0.29,0.0
65.96,8.49,206.09,0.39,0.0
63.72,10.75,205.4,0.29,0.0
63.22,9.48,195.38,0.2,0.0
61.25,8.87,208.45,0.3,0.0
58.53,9.27,196.18,0.33,0.0
69.74,7.6,201.64,0.25,0.0
107.02,20.41,172.79,0.89,1.0
59.31,9.3,178.87,0.33,0.0
63.74,9.65,213.97,0.26,0.0
58.66,7.34,191.41,0.31,0.0
65.76,7.74,200.95,0.35,0.0
72.02,8.39,195.9,0.24,0.0
70.27,10.12,204.94,0.35,0.0
64.87,8.88,197.99,0.23,0.0
67.68,9.44,192.84,0.36,0.0
70.51,8.35,202.95,0.35,0.0
111.28,14.84,194.81,0.82,1.0
60.8,8.02,214.92,0.24,0.0
62.6,8.77,203.85,0.41,0.0
63.68,9.23,203.61,0.41,0.0
69.1,7.6,200.74,0.25,0.0
65.05,7.97,191.47,0.34,0.0
65.33,6.91,204.49,0.33,0.0
63.99,8.12,199.84,0.23,0.0
69.39,8.24,192.26,0.31,0.0
61.49,7.22,200.06,0.25,0.0
69.69,8.03,199.12,0.28,0.0
66.58,7.1,219.42,0.24,0.0
75.22,8.62,206.91,0.14,0.0
61.26,5.82,206.22,0.38,0.0
64.75,7.83,207.06,0.39,0.0
66.48,8.36,197.34,0.21,0.0
101.02,19.74,225.55,0.87,1.0
67.03,10.22,205.44,0.29,0.0
63.27,8.22,204.42,0.38,0.0
68.8,6.82,203.86,0.3,0.0
54.53,8.82,207.05,0.33,0.0
60.2,7.95,198.03,0.36,0.0
65.85,8.24,189.09,0.35,0.0
67.15,7.76,202.49,0.34,0.0
61.23,7.66,198.62,0.29,0.0
70.4,8.97,201.06,0.17,0.0
65.91,7.34,200.68,0.29,0.0
65.58,7.8,198.89,0.31,0.0
62.05,8.78,206.12,0.32,0.0
69.8,8.01,194.99,0.22,0.0
60.04,9.13,205.16,0.21,0.0
108.9,14.84,171.82,0.94,1.0
63.32,8.19,219.5,0.23,0.0
72.16,10.37,195.61,0.33,0.0
67.09,8.85,210.86,0.4,0.0
108.13,15.44,221.56,0.8,1.0
73.96,8.18,213.08,0.38,0.0
64.69,8.51,204.95,0.28,0.0
103.15,17.29,204.86,0.95,1.0
65.23,8.46,200.14,0.31,0.0
67.15,8.28,208.42,0.35,0.0
65.18,9.58,199.57,0.41,0.0
66.46,8.92,213.11,0.21,0.0
108.86,19.26,173.33,0.94,1.0
65.21,8.02,209.28,0.38,0.0
